 ( 4.804 + ( 1.05782e-05 * ( ( ( ( ( 4.98571 * x8 ) - ( ( ( -3.04717 * x1 ) - ( ( ( ( 0.0322164 * ( x6 * x7 ) ) - ( -0.0144541 * x5 ) ) )^2 + ( -0.0349307 * x3 ) ) ) + ( 0.701892 * x4 ) ) ) )^2 - ( 94.5313 * x3 ) ) - ( -88.575 * x1 ) ) ) )  :  0.0273427 at 4
 ( 6.30822 + ( 69.0903 * ( ( ( ( ( 1.26598 * x4 ) + ( 0.00187754 * x6 ) ) / x4 ) * ( ( 0.100368 * x4 ) + ( -27.4266 * x1 ) ) ) / ( ( 0.0158581 * x3 ) - ( -431.999 * x1 ) ) ) ) )  :  0.0249069 at 4
 ( 2.41115 + ( 1.42033 * ( ( ( ( ( -3.58427 * x4 ) + ( 0.00770795 * x6 ) ) / x4 ) * ( ( -7.16879 * x4 ) + ( ( 555.792 * x1 ) - ( -43.6359 * x6 ) ) ) ) / ( ( 0.265809 * x3 ) - ( -1705.38 * x1 ) ) ) ) )  :  0.0241101 at 6
 ( 2.41115 + ( 0.032636 * ( ( ( ( ( 143.082 * x4 ) + ( -0.307698 * x6 ) ) / x4 ) * ( ( 1.21915 * x4 ) + ( ( -94.5199 * x1 ) - ( 7.42086 * x6 ) ) ) ) / ( ( 0.0414643 * x3 ) - ( -266.027 * x1 ) ) ) ) )  :  0.0241101 at 7
 ( 0.743497 + ( 0.0259572 * ( ( ( ( -144.479 * x0 ) + ( 63.3462 * x4 ) ) - ( ( ( 26.5694 * x1 ) - ( 40.1079 * x1 ) ) - ( ( ( ( -0.0320436 * ( x6 * x7 ) ) - ( 0.41227 * x5 ) ) )^2 + ( 1.18935 * x3 ) ) ) ) / ( ( 6.32888 * x2 ) + ( 75.4524 * x1 ) ) ) ) )  :  0.0226456 at 8
 ( 2.41115 + ( 80.3487 * ( ( ( ( ( 0.0142 * x4 ) + ( -3.0537e-05 * x6 ) ) / x4 ) * ( ( 4.15083 * x4 ) + ( ( -321.811 * x1 ) - ( 25.2658 * x6 ) ) ) ) / ( ( 0.0344935 * x3 ) - ( -221.304 * x1 ) ) ) ) )  :  0.0241101 at 8
 ( 2.41115 + ( 0.0113291 * ( ( ( ( ( 161.26 * x4 ) + ( -0.346789 * x6 ) ) / x4 ) * ( ( 2.56339 * x4 ) + ( ( -198.738 * x1 ) - ( 15.6032 * x6 ) ) ) ) / ( ( 0.0341092 * x3 ) - ( -218.838 * x1 ) ) ) ) )  :  0.0241101 at 8
 ( 1.96877 + ( 2.85913 * ( ( ( -9.27602 * x8 ) - ( ( -1.4719 * x4 ) - ( ( -79.8252 * x1 ) + ( -3.24701 * x0 ) ) ) ) / ( ( 0.0632229 * x3 ) - ( -186.975 * x1 ) ) ) ) )  :  0.0225623 at 9
 ( -0.591831 + ( 0.0191257 * ( ( ( ( -417.025 * x0 ) + ( 315.585 * x4 ) ) - ( ( ( 99.1342 * x1 ) - ( 1.73948 * x1 ) ) - ( ( ( 41.0421 * ( ( ( ( ( 58.1897 * x4 ) + ( 0.46816 * x6 ) ) / x4 ) * ( ( 12.2116 * x4 ) + ( -120.346 * x1 ) ) ) / ( ( 7.79628 * x3 ) - ( -375.024 * x1 ) ) ) ) )^2 + ( 37.2394 * x3 ) ) ) ) / ( ( 110.575 * x2 ) + ( 26.5793 * x1 ) ) ) ) )  :  0.0213933 at 9
 ( 1.98926 + ( 1.00403 * ( ( ( ( -186.295 * x1 ) + ( 3.38526 * x4 ) ) - ( 7.40003 * x0 ) ) / ( ( 12.6581 * x2 ) + ( 150.71 * x1 ) ) ) ) )  :  0.0225917 at 9
 ( -335.77 + ( -44.7726 * ( ( ( 0.381076 * x8 ) - ( ( -0.0826986 * x0 ) - ( ( -659.369 * x1 ) + ( ( -0.0401832 * x4 ) - ( 1.28038e-05 * ( ( ( ( ( ( -56.227 * x0 ) + ( 79.2645 * x8 ) ) + ( 0.234483 * x3 ) ) - ( ( -1.41345 * x4 ) )^2 ) )^2 * ( ( x0 / x5 ) / ( ( ( -9.64554 * x2 ) + ( 158.665 * x5 ) ) )^2 ) ) ) ) ) ) ) / ( ( -0.0220407 * x2 ) + ( 87.7253 * x1 ) ) ) ) )  :  0.0222688 at 9
 ( -0.614338 + ( 0.154425 * ( ( ( ( -124.664 * x0 ) + ( 94.34 * x4 ) ) - ( ( ( 67.02 * x1 ) - ( 47.2595 * x1 ) ) - ( ( ( 11.4437 * ( ( ( ( ( 221.975 * x4 ) + ( 1.78588 * x6 ) ) / x4 ) * ( ( 8.01025 * x4 ) + ( -78.9412 * x1 ) ) ) / ( ( 9.94865 * x3 ) - ( -478.56 * x1 ) ) ) ) )^2 + ( 11.2842 * x3 ) ) ) ) / ( ( 266.894 * x2 ) + ( 64.1546 * x1 ) ) ) ) )  :  0.0213933 at 10
 ( -0.155692 + ( 0.0810667 * ( ( ( ( -192.469 * x0 ) + ( 137.573 * x4 ) ) - ( ( ( 56.4401 * x1 ) - ( 29.9355 * x1 ) ) - ( ( ( -106.526 * ( ( ( ( ( 127.378 * x4 ) + ( 0.136715 * x1 ) ) / x4 ) * ( ( -12.0423 * x4 ) + ( 130.157 * x1 ) ) ) / ( ( 72.9752 * x3 ) - ( -3552.29 * x1 ) ) ) ) )^2 + ( 11.6058 * x3 ) ) ) ) / ( ( 195.704 * x2 ) + ( 73.4352 * x1 ) ) ) ) )  :  0.0209854 at 11
 ( 34.4396 + ( 3.55773 * ( ( ( ( -1.54425 * x0 ) + ( 1.1686 * x4 ) ) - ( ( ( 134.263 * x1 ) - ( -46.3876 * x1 ) ) - ( ( ( 44.4125 * ( ( ( ( ( 130.826 * x4 ) + ( 1.05263 * x6 ) ) / x4 ) * ( ( -0.0795075 * x4 ) + ( 0.783539 * x1 ) ) ) / ( ( 2.02941 * x3 ) - ( -97.62 * x1 ) ) ) ) )^2 + ( -2.79169 * x3 ) ) ) ) / ( ( 76.166 * x2 ) + ( 18.31 * x1 ) ) ) ) )  :  0.0213933 at 11
 ( -2.78391 + ( 30.4469 * ( ( ( ( -0.204524 * x0 ) + ( 0.111488 * x4 ) ) - ( ( ( 88.3999 * x1 ) - ( 89.2125 * x1 ) ) - ( ( ( 86.6012 * ( ( ( ( ( ( 30.5508 * x2 ) - ( ( 28.5414 * x1 ) + ( ( 35.4282 * x3 ) - ( 74.4318 * x1 ) ) ) ) - ( -0.00527583 * x6 ) ) / x4 ) * ( ( 8.5993 * x4 ) + ( 3.08586e-06 * x1 ) ) ) / ( ( 36.7265 * x3 ) - ( 49.0499 * x1 ) ) ) ) )^2 + ( -125.129 * x3 ) ) ) ) / ( ( 36.9985 * x2 ) + ( 86.7626 * x1 ) ) ) ) )  :  0.0208594 at 12
